address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
10409 S Figueroa St,Los Angeles,CA,90003,389999,NA,NA,NA,29,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/10409-S-Figueroa-St-Los-Angeles-CA-90003/82749261_zpid/
9824 S Main St,Los Angeles,CA,90003,569900,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9824-S-Main-St-Los-Angeles-CA-90003/68986878_zpid/
147 E 94th St,Los Angeles,CA,90003,NA,NA,NA,NA,893,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/147-E-94th-St-Los-Angeles-CA-90003/20959647_zpid/
W 104th St,Los Angeles,CA,90003,NA,NA,NA,NA,767,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123764368_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
122 E Gage Ave,Los Angeles,CA,90003,NA,NA,NA,NA,2259,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/122-E-Gage-Ave-Los-Angeles-CA-90003/20930318_zpid/
215 E 89th St # 123,Los Angeles,CA,90003,NA,NA,NA,NA,3053,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/215-E-89th-St-123-Los-Angeles-CA-90003/20952672_zpid/
E 83rd St,Los Angeles,CA,90003,NA,NA,NA,NA,65,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127007376_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 87th St,Los Angeles,CA,90003,NA,NA,NA,NA,372,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124825495_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Broadway,Los Angeles,CA,90003,NA,NA,NA,NA,145,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126890633_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 84th St,Los Angeles,CA,90003,NA,NA,NA,NA,393,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/119933106_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
238 E 74th St,Los Angeles,CA,90003,NA,NA,NA,NA,1187,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/238-E-74th-St-Los-Angeles-CA-90003/20940412_zpid/
S Broadway,Los Angeles,CA,90003,NA,NA,NA,NA,143,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127107784_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
411 E 80th St,Los Angeles,CA,90003,NA,NA,NA,NA,8636,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/411-E-80th-St-Los-Angeles-CA-90003/20945913_zpid/
S Figueroa St,Los Angeles,CA,90003,NA,NA,NA,NA,626,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124471803_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
418 W 101st St,Los Angeles,CA,90003,NA,NA,NA,NA,8444,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/418-W-101st-St-Los-Angeles-CA-90003/20961450_zpid/
S Olive St,Los Angeles,CA,90003,NA,NA,NA,NA,352,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126059394_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
356 E 103rd St,Los Angeles,CA,90003,NA,NA,NA,NA,1041,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/356-E-103rd-St-Los-Angeles-CA-90003/20966264_zpid/
8911 S Figueroa St,Los Angeles,CA,90003,1560000,NA,NA,NA,42,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/8911-S-Figueroa-St-Los-Angeles-CA-90003/2105657729_zpid/
W 75th St,Los Angeles,CA,90003,NA,NA,NA,NA,117,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126331826_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 64th St,Los Angeles,CA,90003,NA,NA,NA,NA,166,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127010165_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
347 E 61st St,Los Angeles,CA,90003,NA,NA,NA,NA,397,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/347-E-61st-St-Los-Angeles-CA-90003/20930608_zpid/
E 81st St,Los Angeles,CA,90003,NA,NA,NA,NA,165,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127028388_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 62nd St,Los Angeles,CA,90003,NA,NA,NA,NA,262,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/127028386_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
224 W 78th St,Los Angeles,CA,90003,675999,NA,NA,NA,856,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/224-W-78th-St-Los-Angeles-CA-90003/2141353519_zpid/
348 W 67th St,Los Angeles,CA,90003,480000,NA,NA,NA,51,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/348-W-67th-St-Los-Angeles-CA-90003/20933650_zpid/
W 74th St,Los Angeles,CA,90003,NA,NA,NA,NA,374,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116878826_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
237 W 97th St,Los Angeles,CA,90003,354000,NA,NA,NA,78,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/237-W-97th-St-Los-Angeles-CA-90003/38433545_zpid/
210 W 86th Pl,Los Angeles,CA,90003,559000,NA,NA,NA,50,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/210-W-86th-Pl-Los-Angeles-CA-90003/20951868_zpid/
207 E 85th St,Los Angeles,CA,90003,369500,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/207-E-85th-St-Los-Angeles-CA-90003/20945564_zpid/
121 W 73rd St,Los Angeles,CA,90003,459500,NA,NA,NA,120,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/121-W-73rd-St-Los-Angeles-CA-90003/20945941_zpid/
7911 Avalon Blvd,Los Angeles,CA,90003,695000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/7911-Avalon-Blvd-Los-Angeles-CA-90003/2118300962_zpid/
317 W 77th St,Los Angeles,CA,90003,710000,NA,NA,NA,35,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/317-W-77th-St-Los-Angeles-CA-90003/20946145_zpid/
8451 Towne Ave,Los Angeles,CA,90003,629000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/8451-Towne-Ave-Los-Angeles-CA-90003/20945753_zpid/
9118 Avalon Blvd,Los Angeles,CA,90003,480000,NA,NA,NA,304,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9118-Avalon-Blvd-Los-Angeles-CA-90003/20953211_zpid/
330 W 80th St,Los Angeles,CA,90003,490000,NA,NA,NA,43,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/330-W-80th-St-Los-Angeles-CA-90003/20946374_zpid/
5939 S San Pedro St,Los Angeles,CA,90003,747500,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5939-S-San-Pedro-St-Los-Angeles-CA-90003/20930078_zpid/
5943 S San Pedro St,Los Angeles,CA,90003,747500,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5943-S-San-Pedro-St-Los-Angeles-CA-90003/20930079_zpid/
432 E 93rd St,Los Angeles,CA,90003,430000,NA,NA,NA,168,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/432-E-93rd-St-Los-Angeles-CA-90003/20960065_zpid/
Towne Ave,Los Angeles,CA,90003,NA,NA,NA,NA,325,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125436919_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
328 W 69th St,Los Angeles,CA,90003,385000,NA,NA,NA,79,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/328-W-69th-St-Los-Angeles-CA-90003/20933703_zpid/
112 E 88th Pl,Los Angeles,CA,90003,500000,NA,NA,NA,38,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/112-E-88th-Pl-Los-Angeles-CA-90003/20952472_zpid/
9806 S Main St,Los Angeles,CA,90003,509000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9806-S-Main-St-Los-Angeles-CA-90003/20959508_zpid/
239 E 87th Pl,Los Angeles,CA,90003,550000,NA,NA,NA,103,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/239-E-87th-Pl-Los-Angeles-CA-90003/20952761_zpid/
316 316 1/2 E 61st St,Los Angeles,CA,90003,449500,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/316-316-1-2-E-61st-St-Los-Angeles-CA-90003/2096719487_zpid/
9504 S San Pedro St,Los Angeles,CA,90003,600000,NA,NA,NA,301,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9504-S-San-Pedro-St-Los-Angeles-CA-90003/20959986_zpid/
125 E 71st St,Los Angeles,CA,90003,399900,NA,NA,NA,76,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/125-E-71st-St-Los-Angeles-CA-90003/20933224_zpid/
8021 Avalon Blvd,Los Angeles,CA,90003,679900,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/8021-Avalon-Blvd-Los-Angeles-CA-90003/20945899_zpid/
118 E 84th St,Los Angeles,CA,90003,400000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/118-E-84th-St-Los-Angeles-CA-90003/20945460_zpid/
8407 Avalon Blvd,Los Angeles,CA,90003,665000,NA,NA,NA,77,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/8407-Avalon-Blvd-Los-Angeles-CA-90003/20945806_zpid/
325 E 80th St,Los Angeles,CA,90003,550000,NA,NA,NA,79,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/325-E-80th-St-Los-Angeles-CA-90003/20945613_zpid/
6100 S San Pedro St,Los Angeles,CA,90003,750000,NA,NA,NA,98,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/6100-S-San-Pedro-St-Los-Angeles-CA-90003/2098616653_zpid/
335 E 104th St,Los Angeles,CA,90003,699000,NA,NA,NA,119,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/335-E-104th-St-Los-Angeles-CA-90003/20966270_zpid/
10600 Avalon Blvd,Los Angeles,CA,90003,589000,NA,NA,NA,213,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/10600-Avalon-Blvd-Los-Angeles-CA-90003/20959441_zpid/
10010 S San Pedro St,Los Angeles,CA,90003,429000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/10010-S-San-Pedro-St-Los-Angeles-CA-90003/2109599929_zpid/
W 77th St,Los Angeles,CA,90003,NA,NA,NA,NA,29,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135902477_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Main St,LOS ANGELES,CA,90003,NA,NA,NA,NA,29,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/194106437_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 84th Pl,Los Angeles,CA,90003,NA,NA,NA,NA,33,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135902504_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 81st St,Los Angeles,CA,90003,NA,NA,NA,NA,31,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135902537_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 85th St,Los Angeles,CA,90003,NA,NA,NA,NA,60,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135902450_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 89th St,Los Angeles,CA,90003,NA,NA,NA,NA,249,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135902486_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 86th Pl,Los Angeles,CA,90003,NA,NA,NA,NA,46,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135902508_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 84th St,Los Angeles,CA,90003,NA,NA,NA,NA,101,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135902515_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Main St,Los Angeles,CA,90003,NA,NA,NA,NA,158,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135930161_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 97th St,Los Angeles,CA,90003,NA,NA,NA,NA,82,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135930182_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 93rd St,Los Angeles,CA,90003,NA,NA,NA,NA,479,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135930232_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 104th St,Los Angeles,CA,90003,NA,NA,NA,NA,446,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135930235_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 93rd St,Los Angeles,CA,90003,NA,NA,NA,NA,117,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135930297_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Gage Ave # 1,Los Angeles,CA,90003,NA,NA,NA,NA,87,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135902355_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 70th St,Los Angeles,CA,90003,NA,NA,NA,NA,51,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135902404_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 59th St,Los Angeles,CA,90003,NA,NA,NA,NA,191,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135902461_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S San Pedro St,Los Angeles,CA,90003,NA,NA,NA,NA,541,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135902531_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
537 N Serrano Ave,Los Angeles,CA,90004,999000,NA,NA,NA,4,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/537-N-Serrano-Ave-Los-Angeles-CA-90004/20781477_zpid/
508 N Ardmore Ave,Los Angeles,CA,90004,1729000,NA,NA,NA,4,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/508-N-Ardmore-Ave-Los-Angeles-CA-90004/2098325511_zpid/
147 S Gramercy Pl,Los Angeles,CA,90004,1750000,NA,NA,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/147-S-Gramercy-Pl-Los-Angeles-CA-90004/20780148_zpid/
654 N Normandie Ave,Los Angeles,CA,90004,2000000,NA,NA,NA,10,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/654-N-Normandie-Ave-Los-Angeles-CA-90004/2093878593_zpid/
136 N Mariposa Ave,Los Angeles,CA,90004,2100000,NA,NA,NA,9,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/136-N-Mariposa-Ave-Los-Angeles-CA-90004/2104185632_zpid/
248 S Alexandria Ave,Los Angeles,CA,90004,1699000,NA,NA,NA,8,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/248-S-Alexandria-Ave-Los-Angeles-CA-90004/20780862_zpid/
546 N Oxford Ave,Los Angeles,CA,90004,14000000,NA,NA,NA,11,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/546-N-Oxford-Ave-Los-Angeles-CA-90004/20781466_zpid/
622 N Manhattan Pl,Los Angeles,CA,90004,1050000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/622-N-Manhattan-Pl-Los-Angeles-CA-90004/20781789_zpid/
432 N Harvard Blvd,Los Angeles,CA,90004,1190500,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/432-N-Harvard-Blvd-Los-Angeles-CA-90004/20781575_zpid/
247 S Hoover St,Los Angeles,CA,90004,1399000,NA,NA,NA,14,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/247-S-Hoover-St-Los-Angeles-CA-90004/20773492_zpid/
636 N Mariposa Ave,Los Angeles,CA,90004,1379000,NA,NA,NA,15,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/636-N-Mariposa-Ave-Los-Angeles-CA-90004/20781119_zpid/
638 N Serrano Ave,Los Angeles,CA,90004,NA,NA,NA,NA,2251,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/638-N-Serrano-Ave-Los-Angeles-CA-90004/20781326_zpid/
517 N Hobart Blvd,Los Angeles,CA,90004,3150000,NA,NA,NA,108,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/517-N-Hobart-Blvd-Los-Angeles-CA-90004/2096849923_zpid/
N Kingsley Dr,Los Angeles,CA,90004,NA,NA,NA,NA,117,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/119304002_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
545 N Berendo St,Los Angeles,CA,90004,850000,NA,NA,NA,95,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/545-N-Berendo-St-Los-Angeles-CA-90004/20781137_zpid/
605 N Wilton Pl,Los Angeles,CA,90004,975000,NA,NA,NA,142,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/605-N-Wilton-Pl-Los-Angeles-CA-90004/20781742_zpid/
4847 Rosewood Ave,Los Angeles,CA,90004,2598000,NA,NA,NA,281,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4847-Rosewood-Ave-Los-Angeles-CA-90004/2097107169_zpid/
S 132 1/2 Edgemont St,Los Angeles (City),CA,90004,1249000,NA,NA,NA,79,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/S-132-1-2-Edgemont-St-Los-Angeles-%28City%29-CA-90004/2094716329_zpid/
222 N Manhattan Pl,Los Angeles,CA,90004,1488000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/222-N-Manhattan-Pl-Los-Angeles-CA-90004/20780339_zpid/
149 N Alexandria Ave,Los Angeles,CA,90004,1799000,NA,NA,NA,293,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/149-N-Alexandria-Ave-Los-Angeles-CA-90004/2097251232_zpid/
4748 Elmwood Ave,Los Angeles,CA,90004,1350000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4748-Elmwood-Ave-Los-Angeles-CA-90004/82876687_zpid/
132 1/2 S Edgemont St,Los Angeles,CA,90004,1249000,NA,NA,NA,79,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/132-1-2-S-Edgemont-St-Los-Angeles-CA-90004/2094719614_zpid/
531 N Gramercy Pl,Los Angeles,CA,90004,1300000,NA,NA,NA,98,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/531-N-Gramercy-Pl-Los-Angeles-CA-90004/20781861_zpid/
110 S Virgil Ave,Los Angeles,CA,90004,1300000,NA,NA,NA,47,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/110-S-Virgil-Ave-Los-Angeles-CA-90004/20773475_zpid/
155 N Edgemont St,Los Angeles,CA,90004,1115000,NA,NA,NA,44,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/155-N-Edgemont-St-Los-Angeles-CA-90004/20780833_zpid/
513 N New Hampshire Ave,Los Angeles,CA,90004,1000000,NA,NA,NA,79,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/513-N-New-Hampshire-Ave-Los-Angeles-CA-90004/20781125_zpid/
630 N Beachwood Dr,Los Angeles,CA,90004,2100000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/630-N-Beachwood-Dr-Los-Angeles-CA-90004/20782916_zpid/
566 N Commonwealth Ave,Los Angeles,CA,90004,1124999,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/566-N-Commonwealth-Ave-Los-Angeles-CA-90004/20791080_zpid/
244 S Alexandria Ave,Los Angeles,CA,90004,2100000,NA,NA,NA,10,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/244-S-Alexandria-Ave-Los-Angeles-CA-90004/20780861_zpid/
N St Andrews Pl,Los Angeles,CA,90004,NA,NA,NA,NA,190,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135725475_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Edgemont St,Los Angeles,CA,90004,NA,NA,NA,NA,215,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135725454_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Commonwealth Ave,Los Angeles,CA,90004,NA,NA,NA,NA,12,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/222985200_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
727 S Berendo St,Los Angeles,CA,90005,NA,NA,NA,NA,417,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/727-S-Berendo-St-Los-Angeles-CA-90005/20612330_zpid/
826 S Gramercy Pl,Los Angeles,CA,90005,2190000,NA,NA,NA,46,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/826-S-Gramercy-Pl-Los-Angeles-CA-90005/2094324672_zpid/
726 S Wilton Pl,Los Angeles,CA,90005,1998000,NA,NA,NA,37,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/726-S-Wilton-Pl-Los-Angeles-CA-90005/2094207256_zpid/
S Norton Ave,Los Angeles,CA,90005,NA,NA,NA,NA,165,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135530444_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1404 S Kenmore Ave,Los Angeles,CA,90006,845000,NA,NA,NA,6,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1404-S-Kenmore-Ave-Los-Angeles-CA-90006/2100789831_zpid/
1633 S Van Ness Ave,Los Angeles,CA,90019,1350000,NA,NA,NA,4,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1633-S-Van-Ness-Ave-Los-Angeles-CA-90019/20602887_zpid/
1436 S Norton Ave,Los Angeles,CA,90019,920000,NA,NA,NA,4,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1436-S-Norton-Ave-Los-Angeles-CA-90019/20602226_zpid/
1246 Meadowbrook Ave,Los Angeles,CA,90019,1675000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1246-Meadowbrook-Ave-Los-Angeles-CA-90019/20607716_zpid/
1156 S Hudson Ave,Los Angeles,CA,90019,1099000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1156-S-Hudson-Ave-Los-Angeles-CA-90019/20606538_zpid/
